id,name,content
4909,清理小区东大门小广告,***街道***社区第***网格创城清理***东门大门囗和文化长廊小广告。净化小区环境，得到周边居民的好评。
4910,乱晾晒衣服,亚通小区有乱晾晒衣服
4911,楼墙张贴安全标牌,***区楼墙张贴安全标牌
4912,***路与***路交叉口东北角落信号灯不亮,时间9月9日上午9时巡查发现***街道企业网格，位置***路与***路交叉口东北角落十字路口处，市政公用机动车道信号灯不亮存在异常，无法指挥车辆正常安全通行，存在安全隐患。
4913,共青团路交警队路口人行横道乱停车,对辖区房屋流动人口统计上报过程中，发现位于共青团路交警队路口人行横道有车辆乱停，妨碍行人通行，存在安全隐患。
4914,占道摆摊,***路中段路北占道摆摊位现象严重影响街道整洁
4915,清理服装厂门前垃圾,村内巡查到***服装厂门前时发现有大量垃圾，严重影响村内卫生影响村容村貌。于是我立即电话联系村保洁员来进行了清理。
4916,电动车阻碍消防通道,2020年9月2日上午9:30，***第五网格员**行入户走访时，**小区11号楼二单元有居民将电动车，自行车停放在楼道内，阻碍消防通道，存在安全隐患。网格员**联系该楼楼长和其说明情况，让其联系该居民，尽快将电动车和自行车挪走，保证消防通道畅通。
4917,排查***小场所,排查***小场所
4918,垃圾桶太满,2020年9月9日13时40分左右，***村第一网格员***在村里日常巡查时，发现村卫生室东边街道上垃圾桶太满未及时清理，影响了村容村貌及环境文明，也容易滋生细菌。
4919,车上小广告,2020年9月10号，***号网格员在巡查时看见小区有辆私家车有广告。有的在挡风玻璃上，有的在雨刮器里，会给开车人挡视线，还影响小区出行，网格员联系户主，并告诉户主危险性，户主立刻清理小广告，给户主出行一个良好的视线
4920,车辆乱停放的问题,2020年9月3日上午8时40分左右，***中心社区第四网格*****小区，巡查至****15号楼二单元时，**小区内车辆占用消防通道乱停放的问题，阻碍了车辆的通行，且占用消防通道容易带来安全隐患。
4921,下水篦子缺失,2020年9月9日10时10分左右，***十三网格员在日常巡查时发现：39号楼南面小广场边缘有下水道的下水篦子缺失，井盖损坏，影响小区美观环境，不利于创建文明城市，需要及时处理。
4922,道路晾晒粮食,2020年9月7日下午3点左右，***村网格员***在巡查网格时，巡查至村北道路，发现路边一居民门口晾晒粮食，影响村容村貌。行人路过容易滑倒，存在安全隐患。
4923,网格员负责片区破损路面整改,全国文明城市测评正式开始。所有社区人员及网格员早上不到七点就到社区分配的指定岗位执勤。在执勤过程中，每个人负责把自己片区的卫生维护，车辆及行人的文明出行，文明停车等进行巡查整改。执勤时巡查中发现，商铺门前停车场破损严重，坑坑洼洼，影响市容，给行人带来不便。
4924,清理建筑垃圾,网格巡查发现村西第二根胡同一居民装修完成房租后剩余垃圾有待清理，（影响村容村貌）
4925,路面下陷影响行人及车辆安全,2020年9月8日，上午9点20分，***社区***三网格员***和***网格员***在***网格内巡视时发现***附近有一处地面塌陷，影响行人及来往车辆的出行安全，存在安全隐患。
4926,6号楼2单元门厅内停放电动车,2020年9月28日下午15点15分，***街道***十格网格员***在网格内巡查至***6号楼2单元时，发现门厅内停放电动车，存在安全隐患。
4927,道路不通,9.10号上午，***村第二网格员巡检至***大街西边胡同时发现有道路不通，影响市容交通安全
4928,砖块乱扔在道路上，影响道路环境及通行,砖块乱扔在道路上，影响道路环境及通行
4929,玉米皮和玉米乱成一团,2020年9月7日上午***点，***村网格员***巡查走访中，巡查至村最北片的一条南北公路上，发现公路上晒着玉米，玉米和玉米皮在公路上乱成了一团，让风吹的到处都是，影响了村里的环境卫生。
4930,周末排查,2020年12月6日，**社区***网格员在周末值班时将每日返程人员，涉外隔离期满返回人员及时统计上报，巡查小区内的绿化带，以及其他存在火灾隐患的地方。冬季天气干燥，是火灾高频发生的季节，哪怕是周末值班，网格员仍旧提高警惕，巡查小区内的绿化带，联系物业及时清理落在地上的枯枝落叶，减少堆积，降低火灾发生的可能性。提醒居民带好口罩，做好防护。真正的做到将防疫工作常态化，将底线工作日常化。
4931,道路污染,九月十日十三时，***网格员***，发现在***门口西200米的道路上有一只被过路车辆压死的老鼠，这样死在路中央，很容易再被其他路过的车辆压到，也容易引起司机和骑车人员的惊慌，容易出事故，而且对道路卫生引起来很污染，危害人们的健康。对生态环境保护存在很大的隐患。
4932,**村***家墙南堆放玉米,2020年9月2日18时44分左右，**街**村网格员***在走访至**家时，发现其墙南堆放玉米，影响村容村貌。
4933,乱挂物品,9月4日下午四时四十分，当巡查至***村东第三北胡同时（从**路辅路起第一东户），发现门口外悬挂多块毛巾正在晾晒，影响村容村貌。
4934,第二条街公路上晒着玉米骨头,2020年9月7日约上午10:00左右，***村网格网格员***在巡查走访时发现新村从东数第二条街十字街以北，公路上晒着玉米骨头，影响村容村貌。
4935,乱堆物料,2021年2月1日下午5时，***网格员在巡查时发现，一村民在本网格东边胡同内，堆放许多木头，不仅影响了街面卫生，因木头属于易燃物质，还存在一定的安全隐患。
4936,禁止将kt板随意堆放在公共区域内,2020年9月5日上午十时，***第六网格网格员进行网格内巡查，发现在23号楼前小广场那有几张kt板随意丢弃在公共座椅上，未进行及时处理。已将kt板拿走，放入附近垃圾桶内。
4937,23号楼1单元车库门前有居民私拉电线充电,2020年9月10日，上午8时55分***社区第五网格网格员***，在巡查***网格期间发现***车库门前有居民私拉电线充电，一方面体现居民安全意识薄弱，另一方面现在正值创城期间，此行为破坏小区区容区貌，影响小区美观，希望能够尽快处理。
4938,街面游商,***红绿灯十字路口310省道路北，流动货车占用人行横道进行经商，影响过往行人正常通行。
4939,管理小区停电,2020年9月10日，***县***社区第二网格网格员在日常巡查工作时接居民反应小区内忽然停电，正直接近中午做饭时间，突然停电大部分居民反应都没到做饭，而且中午天热，没电影响居民正常生活，网格员首先立即在网格群内稳定居民情绪，并对此次停电事件调查原因，并督促进行维修，保证居民正常生活。
4940,环境保护,***，***，五号网格***，今天在网格内巡查时，发现49号楼一单元楼道内，有居民丢弃的生活垃圾，影响环境
4941,83号楼一单元楼道内放汽车气罐存在安全隐患,***第一网格网格员***与同事巡查到83号楼一单元时，发现楼梯下放有汽车气罐，存在安全隐患，网格员经多方打听没联系到业主，立即联系物业人员前来清理。
4942,入户为退役军人送慰问信,2月1日中午，***网格员利用居民中午下班回家时间错时入户退役军人家中为退役军人送去慰问信，并提前送去新春的祝福。
4943,检查设备间,2020年9月10日，***街道***社区***11号网格员:***，在网格巡查中发现9***一楼入户门内设备间门未关。现在正值孩子们放暑假期间，孩子们到处玩耍。设备间内有各种电器开关、闸刀、线路。万一不小心进入就会引发很多安全隐患，甚至会危及生命。
4944,好人好事。,2020年9月10日晚上。***社区第二网格员***。和楼栋长以及志愿者们。。在网格内排查时，有一送外卖的。找不到60号楼的路线。楼栋长。***，及时给予帮助。
4945,车辆乱停乱放,二零年9月10日在经过***路实在***镇中学附近存在车辆乱停乱放的现象这样不仅影响居民正常出行而且还存在一定的安全隐患急需处理
4946,私拉电线，造成安全隐患,9月3日上午八点半左右，在巡查***网格时，发现在一楼道旁边的天然气表箱子周围，有两辆电动车在充电，充电器是在窗户里连接出来的，这个现象是不安全的，如果一旦用电不当，充电器会自燃，并且燃烧速度很快，还会产生大量的有毒气体，对人体产生很大的危害。对于这种情况需及时联系车主。
4947,禁止在绿化带内乱扯乱晒,2020年9月2日上午，***第11网格员***在日差巡查时发现。2***北边绿化带内有业主在树木上乱扯乱晒床单，以及时通知物业人员及时通知业主收走。创城期间禁止业主乱扯乱晒。
4948,巡查时发现路边有丢弃的杂物影响环境,巡查时发现路边有丢弃的杂物影响环境
4949,绿化枯枝未清理,绿化修剪枯枝未清理
4950,草坪灯,网格在网格内安全隐患排查，发现6号楼下草坪灯外倒在草坪上，电线裸漏在外面，电线有如果有行人从这里有很不安全，网格员及时联系物业维修人员尽快把草坪灯维修好，把安全隐患排除。
4951,清理小区绿化带内垃圾,9月3日上午9时，***小区网格员与物业人员巡查小区，发现小区绿化带内有杂物垃圾等，网格员用夹子把垃圾清理到垃圾袋子，保持小区环境卫生清洁干净。
4952,楼道内私拉电线,2020年12月2日上午9点25分左右，***网格员***巡查至***12号楼一单元16楼时，发现居民在楼道内私拉电线，容易引发火灾，存在安全隐患。
4953,乱停乱放,2020.9.7号在网格内巡查时在村东路中段发现路面上有车辆乱停乱放事件，对村容村貌交通通行影响很大，及时通知车主开走！
4954,胡同里的渣土,2020年9月11日上午8点31分左右，***村网格员***在村中心街巡查时发现，***家附近的路面上有一大堆搅拌好的水泥，经了解得知是这户村民正在修理房屋，但是长时间堆放在这里，严重影响了村容村貌。
4955,村西沿街晾晒玉米,2020年9月9日8时50分左右，***村网格网格员***在巡查至村西时，发现此处一住户沿街晾晒玉米，影响交通及村容村貌。
4956,晾晒的杂草,2020年9月7日下午5点06分，***村第一网格员***巡查至村南第三根胡同发现第一户墙外晾晒着杂草，影响村容村貌。
4957,***门前有泡沫板子,2020.09.10日下午2点在日常转看村胡同时，发现一户门前放很多泡沫板子，很影响村环境卫生，也防碍村民的车辆来往。
4958,大面积广告,***路长乐苑***内大面积广告严重影响市容环境
4959,清理大石块,2020年9月5号上午10点40分。、***网格员***、在日常巡逻中发现、中心路以西南北公路上、有一大堆水泥块、影响了村民出行、也影响安全，也影响了市容、我及时找到了修路工人、已清理干净。
4960,白菜苗,日常巡查村外白菜地，巡查发现村民立秋节气种的白菜苗叶子上有跳甲虫啃咬的圆点，不及时防治跳甲虫就有可能咬到白菜芯影响菜苗正常生长，发现后告诉村民给白菜喷洒专治跳甲害虫的低毒农药，进行防治。
4961,混合垃圾,2020年12月2号9点我在网格内巡查时发现有一个垃圾桶满了，现在天气变冷，垃圾桶里的垃圾还会上冻，这种生活垃圾严重影响了环境卫生，影响了村容村貌，需要处理。
4962,打药防治病虫害,***区居民反应，树木虫害严重，蛰到人后疼痛难忍，网格员接到反应后，及时和相关责任人沟通，安排人员对小区进行普打，防治病虫害，居民一至好评。
4963,及时督导施工方更换破损井盖破损的通讯井盖,2020年9月9日9点30分，******街道***社区***小区网格2网格员***督导施工方及时更换门卫门口压碎的通讯井盖。
4964,花池边发现修剪下的绿化垃圾堆积，联系保洁清理,巡查小区时发现花池边有修剪下的绿化垃圾，影响小区整洁卫生，联系保洁清理。
4965,网格员巡查时发现，**社区***5号楼1单元东侧绿化带旁，一辆宝马车没熄火。车辆所处的位置附近没有摄像头，未熄火的车辆极易被人开走，车上财物也易丢失，网格员多方打听寻找车主并联系上车主，车主到来后网格员放心离开！,网格员巡查时发现，***社区***5号楼1单元东侧绿化带旁，一辆宝马车没熄火。车辆所处的位置附近没有摄像头，未熄火的车辆极易被人开走，车上财物也易丢失。网格员们立即对车内情况进行了查看，未发现车上有居民电话，网格员经多方打听，得知好像是101室的。于是网格员在手机上居民家庭档案中找到电话，联系到了车主。经了解得知居民因着急回家，停车时忘记熄火。居民到来后连忙表示感谢。车辆熄火后，居民检查了车辆并无财务损失，网格员提醒居民以后多加注意后放心离开！
4966,疫情排查,9月11日上午7：52排查***区西大门店铺有无境外进入人员。
4967,商铺排查,2020年9月10日上午8点25分，xx***第一网格正在区域内进行，对开门的商铺安全巡查\
4968,清理**小区花坛内烟头,2020年9月9日上午，***社区第三网格网格员***在巡查到**小区8号楼时，发现小区花坛内有居民丢弃的烟头，严重影响了小区形象，有碍观瞻
4969,排查商户灭火器配备情况,排查商户灭火器配备情况
4970,在路上乱放贝壳皮,2020年9月10日9时50分左右，***镇***村第二网格网格员***松，巡查至前街东西街道第二十字路口西边第一胡同处，发现村民在公路上乱放贝壳皮，这样容易给车辆轮胎造成损坏、严重影响村容村貌。
4971,路边沟里有垃圾,路边沟里有垃圾
4972,联系物业修复漏水窗户,2020年9月3日，***网格二网格员***日常巡查，下午4：30分日常巡查，在入户发放创建文明城市问题清单时居民反应下雨时雨水会顺着窗户缝流进屋内，沙发，墙面都湿了，求助网格员能否帮忙解决。网格员立即拍照并转发给物业人员，说明情况，随即物业将窗边打胶处理，避免雨水淋入。
4973,绿化带大型泡沫板,2020年9月10日15时21分，******街道***社区第十五网格网格员***巡查***小区南大门口***约50米绿化带处，发现绿化带内有一大块白色泡沫板。严重影响了市容市貌。网格员立即联系负责该路段的保洁人员。
4974,清理路边枯树枝,网格内街道胡同安全隐患排查中，发现村民***家门口路边晾晒一堆枯树枝，创建美丽乡村时刻严重影响市容市貌环境卫生，本网格员立即联系保洁人员前来清理拉走。
4975,乱堆物料,9月7日上午，枣园村网格内，有一雅迪电动车专卖在装修门头，弄的料物乱堆，也严重影响的相邻的商铺，
4976,张贴宣传页,2020年9月7日，***区***街道***社区蓝海***，***网格二网格员***，在辖区内各楼道内张贴践行文明、美在***、“讲文明、树新风”公益宣传页。社会主义核心价值观。创造浓厚的文明城市氛围，为共创文明城市助理添彩。
4977,***环境卫生,2020年9月11日***网格员在村内查看时村南垃圾桶旁有村民放置的垃圾袋，影像村容村貌
4978,巡查时发现玉米晾**路上，**村容,巡查时发现玉米晾**路上，**村容
4979,电缆箱门损坏未关好,小区巡查时发现小区内的电信电缆箱门损坏未关好，联系相关部门尽快处理。
4980,环境生态保护,2020年9月26日下午3时14分，村西治理卫生环境的村民，，把堆起来的杂草点燃了，我抓紧让她们灭了，给她们说明了，我们治理了卫生不能破坏环境，点燃杂草破坏了空气，我们利用横幅，喇叭和宣传页大力宣传还我碧水**，村民们说我们不懂，以为杂草不多，就点着了。
4981,墙上乱贴广告,2020\/9\/7在***内墙面上发现张贴小广告，违反了，《城市市容和环境卫生管理条例》一切单位和个人都不得在城市建筑物，设施以及树上涂写和刻画。严重影响了市容市貌。
4982,随意晾晒,巡查发现在我村**路道路上有占道晾晒玉米的现象影响车辆通行如果碾压又将存在不必要的纠纷
4983,道路损坏,2021年2月1号上午，***社区***网格员***，在日常巡查***小区，发现5号楼三单元路口拐弯处，有道路损坏现象.影响小区居民出入不安全，网格员及时联系物业人员对路面进行修复.并对小区进行安全隐患排查.
4984,巡查时发现商铺门前建筑垃圾堆放,网格员巡查时发现商铺门前建筑垃圾堆放，上报社区后，社区协调物业进行清理
4985,禁止在广场晒衣物,9月10日上午8:35分，***街道***社区第12网格员***在巡逻，今天的天气晴，巡逻到61号楼前的小广场上发现居民在晒衣物，影响市容市貌，已通知物业处理。
4986,协助失主寻找小狗,2020年9月11上午在村内巡查时发现一个人手里拿着些纸，在村内老中街西头路边粘贴，我赶紧跑去查看，经询问得知，原来是这家人9月10日早上的时候从我村头路过丢了一只小狗，今天打印了寻狗启示来张贴，
4987,花池垃圾,202年9月9日上午，***一号网格员在辖区内巡查时，有居民反映绿花带里面有垃圾，绿花带垃圾很容易变质臭，影响居民生活和环境，网格员立刻协助物业一起打扫卫生，让***居民得到满意
4988,清理鞭炮垃圾,因为昨天是财神节，**村内有**村民放鞭炮，放完以后又没有及时清理，**村内街道鞭炮垃圾满地，造成污染。
4989,消防通道上乱停车辆,今天是2020年9月6日星期六，下午6点来到***社区第七网格巡查时发现16号楼东侧消防通道上停放着一辆汽车，消防通道上禁止停放车辆，发现后及时联系车主开走。
4990,车窗未关,三区网格员***和***在巡查中发现1***东侧有一辆白色的私家车车窗未关，万一下雨车内会大量进水，也有被盗的危险，存在严重的安全隐患，网格员立即打通车上留的联系方式通知车主立即关掉车窗。
4991,门口堆放木料,2021年2月1日上午，网格员在日常巡查时，发现网格内***房屋外堆放很多木料，存在一定的安全隐患，也整体影响村貌整洁。
4992,垃圾以满,2020.9.4号***镇***村网格员***在村里巡查过程中发现村里的垃圾桶已满，村民的狗为了寻食物把垃圾叼的到处都是
4993,**路，道路有坑向镇府反映，在维修路面。,**路，道路有坑向镇府，反映情况。镇府按排人员在维修路面。
4994,***区一玻璃门破裂,***街一玻璃门被风吹破，所幸没有人受伤，督促业主尽快清理更换。
4995,村民将农作物秸秆堆在排水沟旁,村民将农作物秸秆堆在排水沟旁，需要及时清理
4996,发现村民把干树枝和干草存放在屋后，容易引起火灾，造成安全隐患,巡查时发现，村民把干树枝和干草存放在屋后，容易引起火灾，造成安全隐患
4997,协调***物业方清理小区施工遗留物,2020年9月7日9时30分，***街道***社区***网格1网格员***。在***巡查时发现***15号楼东侧花砖上有施工遗留井盖，影响小区整体环境，不利于创城。
4998,村民堆积大量玉米棒在路边,村民堆积大量玉米棒在路边，影响村容村貌，我上报网格长后，组织村民帮忙清理
4999,绿地垃圾清理,2020年9月3日上午9：00左右，***广***社区第二专属网格网格员***在灰堆*村工作办公处附近发现绿地有一些废弃砖块和生活废弃垃圾，导致部分绿地被压塌，破坏了绿地保洁
5000,私拉电线,2020年9月9日下午5时左右，日常巡查中发现***13号楼四单元西侧一地下室私拉电线，存在安全隐患。
5001,清理小区施工遗留渣土堆,2020年9月4日******社区***网格员***在***网格内巡视时发现20号楼西有一大堆施工遗留渣土堆，立即联系施工方负责人，施工方负责人回复：马上清理。
5002,禁止车辆乱停乱放,2020年10月13日在村内巡查发现村内停放一辆大车堵在村内胡同口，严重影响到了村内的交通秩序。也影响了村内街面秩序。看到后立马告知司机开走
5003,小区内居民违建,**楼居民违规拆墙，自建出入门
5004,***村环境卫生,2020年12月2日，***村网格员***村内日常巡查中发现在村西第三条小巷主干道上，有村民家的院墙外乱堆物料杂草，上前一看，原来是动物的粪便，这不仅影响了交通秩序，而且粪便的恶臭气味严重影响了村民的生活，也影响了整个村子的村容村貌
5005,居民信息采集,2020年9月8日上午9点30分，***网格员***在***居委会进行居民信息采集。
5006,侵占公共绿地,2020年9月10日，天气晴，下午14:15分，对小区进行日常巡查时，看到小区十号楼前绿化带内有乱堆乱放现象，有居民把两个废弃用途放在绿化带内，有些绿植都被压在下面，这种行为既影响绿植生长，也影响小区整体环境，现在正是夏天，天热温度高，废气油桶产生的异味容易给来往的居民群中呼吸道造成损害，带来人身伤害。为使居民群众有一个健康良好的居住环境，需要及时把废弃油桶清理。
5007,制止居民违章给电动汽车充电，确保居民人身安全,今日巡查时，网格员走到162号楼1单元地下室发现居民家楼前有一辆白色电动汽车正在由地下室连出的插排线充电，这样极不安全，存在安全隐患。网格员联系居民制止充电。提醒居民注意安全，应该在安全地点充电。一切为了居民的安全，网格员需要更多的耐心和用心。保护居民的人身安全。
5008,***环境卫生,2020年9月7日***网格员在村内查看时村西一胡同内有村放置的生活垃圾，影像村容村貌
5009,2020年9月2日下午14点50分，开发区**街道**社区居委会第二号网格员***接***居民反应16号楼道门掉落。,2020年9月2日下午14点50分，开发区**街道**社区居委会第二号网格员***接***居民反应16号楼道门掉落。
5010,路灯照明,2020年9月10日，网格员***在***家村自己网格内入户巡查，在巡查发现***家村村民***家房后路灯不亮，这样对村民出行不方便，我立即打电话报给村委，书记联系了变电所，不一会变电所派人来进行了维修。路灯亮了，村民出行方便了。
5011,村民在公路上晒玉米，影响交通,村民在***上晒玉米，影响交通
5012,市场日常巡查。,2020年9月1日，***网格员在进行市场日常巡查的过程中，发现某商户，在市场上晒床单。
5013,***农村商业银行北边人行道乱停车,2020年9月7日上午9点，***网格员***在走访入户时，发现在农村商业银行的北边人行道上停放一辆私家车，阻碍过往行人出行，不利于文明城市的创建。
5014,主街道上的沙堆,2020年9月2日，***网格员***巡查到村十字街向西的主街道上的时候，发现有村民在路边放了一堆沙子，影响村容村貌。
5015,垃圾桶已满,日常巡查时，发现***路一垃圾桶已满未及时清运，影响环境卫生。
5016,1***西侧种植花草,《***19号楼西侧种植月季花》2020年9月10号下午4.30分，xx社区六网格员上班巡逻。***1***西侧绿化清菜，需要及时种植花草，xx社区协调物业公司及时安排种植月季花。
5017,垃圾桶内垃圾未清理，影响村容,垃圾桶内垃圾未清理，影响村容
5018,清理70号二单元楼道杂物。,《楼道有杂物》2020年9月8号，星期2。***街道办事处***。***社区。第三网格员。排查隐患时发现70号楼2单元楼道有杂物。存在着很大隐患问题。影响居民生活环境。经过我们网格员多方询问找到失主。居民很配合。
5019,乱挂衣物,2020年12月3日，***社区第三网格网格员***在网格内日常巡查，巡查至30号楼2单元楼前车库位置时发现，有居民在车库前晾晒被子，影响居民车辆出行，存在车辆会车时车辆堵塞现象，同时随意晾晒被子影响小区整洁美观的环境，堵塞车辆通道容易发生安全问题，存在巨大安全隐患
5020,作物,2020年9月8日下午2点10分左右，***村网格员***在巡查网格时，巡查至村东道路，发现路边一居民门口种植作物，影响村容村貌。
5021,10号居民楼下乱堆放物品,居民楼下乱堆放物品影响社区环境及时清理完成
5022,巡查发现小区内有晾晒的物品,巡查发现小区内有居民晾晒的物品，影响市容，联系居民自行处理
5023,施工占道,2020年9月10号***网格网格员***今天巡查至港***路与***路交叉路口时发现路边有施工用的材料占用人行道给路人出行带来不便需尽快恢复
5024,创城清理垃圾,2020年9月8号，上午，9:00左右。***办事处，***小区，***社区，第八网格员。在网格内巡逻，发现有建筑垃圾没有及时清理。和物业的工作人员一起把垃圾清理掉。
5025,闲置院落,2021年的新年将至。为了防止网格内有安全隐患的存在。2月1日***村网格员在村内对闲置院落和房屋进行安全隐患大排查。
5026,电力安全隐患小树枝挨着电线,***村网格员***今天上午巡查发现，有树枝挨着电线，容易引起安全隐患，及时上报网格长，请协调有关部门尽快解决。
5027,***小区西门南侧宣传条幅掉落破损,今日上午网格员***在网格内巡查中发现***小区西门南侧宣传条幅掉落破损，影响市容，网格员立即清理，并上报社区，制作新的宣传条幅。
5028,乱扔垃圾,2020年9月6日上午，***4号网格员在辖区内正常巡查时发现，41号楼北靠近小区北墙，有居民随手丢弃的生活垃圾，近期天气炎热，垃圾容易发坏，变质严重，影响周围居民生活质量，及小区环境卫生。网格员协调环卫人员及时清理。
5029,杂物乱放,北口村网格员在巡查中发现，***家南杂物乱放，影响环境卫生和村容村貌！
5030,***门关不上存在安全隐患,9月6日14时，***居委会***五网格网格员***与其他网格员巡查，发现11号楼***门关不上，存在安全隐患。网格员联系***门维修人员维修
5031,14-2单元居民家中装修，建筑垃圾乱堆乱放,14-2-102居民家装修，垃圾随意堆放，马上通知工人整改
5032,私拉电线充电,2020年9月2日下午3点02分左右，***网格员**，在**县*********门口，有居民私拉电线，给电动车充电，极易引发火灾，存在严重的消防安全隐患，希望尽快处理。
5033,物料乱堆放,2020年9月9日上午9点半，***网格员***巡查到村***胡同北头，发现有的村民在路边乱堆放物料，影响村居环境。
5034,对公路旁边晾晒的高粱进行清理,2020年9月9日***村网格员***在巡查至第一条公路时发现有户村民在公路旁边晾晒很多高粱，影响村容村貌的干净整洁，网格员立即联系该村民进行清理。
5035,小广告,小广告的随意张贴现象：二零二零年九月十号星期三，***商城网格员在***商城网格区域进行日常巡查工作，巡查到服务大院时发现有随意张贴小广告的现象，小广告的随意张贴不利于街道的干净整洁秩序，不利于营造小区居民良好的居住环境。
5036,西四路与南二路交叉口南通讯井盖位移,9月16日，****街道企业六号网格员巡查到南二路与西四路交叉口南400米路东，位于西四路东侧有一处通讯井盖位移，影响市容
5037,清理广告牌,2020年9月8号星期2。***街道办事处。***，***社区，第三网格员，8.40排查隐患时发现35号楼下有广告牌。及时想社区汇报。社区联系有关部门儿。物业正在清理中。
5038,清理绿化带内鸡笼,2020年09月3日上午，开发区*****社区***网格员***，在巡查时发现***6号楼2单元车库前绿化带内有居民放鸡笼子，严重影响创城期间市容市貌情况，网格员发现后及时联系物业赶紧将鸡笼收走，物业已通知保洁尽快清理。
5039,***第四网格商户中清理乱扯乱挂,9月8日9时10分，***第四网格巡查中发现***路沿街商户***阳台外存在乱扯乱挂物品，影响市容市貌，网格员及时找到负责人说明情况，并告知及时清理。
5040,22号居民楼下车辆乱停放,居民楼下车辆乱停放影响居民正常出行，及时将车辆移除
5041,发现配电箱门掉落,2020年9月6日上午10点，***三号网格员***、四号网格员***来到***13号楼东侧绿化带内，查看配电箱门的维修情况，联通公司人员正在现场维修配电箱门，经过现场维修已将掉落的配电箱门维修完成。原来两天前，网格员在日常巡查时发现***13号楼东侧的配电箱门掉落，电线已全部裸露在外，这里靠近***主干道，来往人员较多，特别是晨阳学校和娃娃邦幼儿园的孩子必经之路，万一孩子好奇上前触摸，生命将受到威胁，存在严重安全隐患，网格员立即联系联通公司，告知其情况，联通公司今天派来维修人员进行了维修，及时消除了安全隐患。
5042,小广告,今天下午我在网格中巡查17点40分发现村中间路以***路口以南第一条路口向西200米在村民的墙上写了一个小广告
5043,街面晒晒衣物,9月6日，下午巡查茂源街一网格时发现在***位置，发现有居民在商铺前的路边晾晒衣物，这样不仅影响城乡街道的美观，还会造成其他居民也跟着这样晾晒衣物，严重影响了市容市貌，而且把绳子栓在树上，也不利于树木的生长，破坏了绿化，发现这种情况后立刻联系居民。
5044,2***楼道内墙砖脱落,网格员在巡查中看到，***楼道内墙砖脱落，告知物业部门查看维修。
5045,为居民成功出租房子,9月3日14时40分，**区**街道**社区**网格网格员***。巡查时发现有两个外来居**小区转，上前询问发现是为了孩子上学距离花园中学比较近，来租房子的，想到4号楼居民之前想要出租，于是把电话提供给居民自行联系，最后成功达成交易，居民对网格员**感谢。
5046,市容保洁,2020年9月6日9时45分左右，***第二网格网格员***，巡查至村南街时，发现一处垃圾桶内垃圾爆满，影响村容村貌需及时处理。
5047,清理大理石板,2020.9.8日***社区***小区网格员***在小区巡查过程中发现1号楼有居民放置在空调外机上的大理石板，存在安全隐患。
5048,免费安装太阳板,网格内日常巡查村内卫生时，看到在***以东，有一些人正在围观，我急忙过去询问，原来是说免费给安装太阳板，我想没有那么好的事，我便及时报告给网格长，网格很快就过来，我便协同网格长一起把这些人都劝离了
5049,及时联系处理小区内被风折断的大树,9月8日7：00***会芙蓉园网格员***在巡查中发现54号楼东面的一棵树倒在路上挡住去路，原来这颗树因昨晚的大风暴雨天气，导致其拦腰折断，危及居民的出行安全。网格员及时与物业进行联系，及时联络相关部门，对大树进行了剥离和切割，并组织人员集中清理，道路很快畅通，受到居民称赞。
5050,乱堆乱放建筑东西,2020年9月3号上午，***村网格员***在巡查中，看见村西***家附近堆放着一些建房用的苇板，经过我的上前查看苇板已大部分经雨淋风晒巳腐烂不能用了。我就上门与他家人沟通说明既然苇板已烂不能用了，就应该扔掉，这些烂苇板影响了我们人居环境生卫治理和村内环境形象，经过我的上门沟通他们家很配合已将废旧苇板处理打扫干净了。
5051,协助物业清理垃圾,巡查中发现绿化带内堆放垃圾影响市容整洁发现问题后及时督促物业清理
5052,路口雨水篦子上堆放垃圾,2020年9月2日下午2点30分左右，***网格员在网格内进行巡查，巡查至市场街时，发现市场街北和***路路口处的雨水篦子上堆积着大量的生活垃圾，如果下雨有垃圾堆积在此处会堵塞雨水篦子，导致雨水无法及时排泄，严重的可能会造成城市内涝，而且还影响城市文明形象，不利于文明城市的创建。
5053,清理***路路口杂草,网格内街道胡同安全隐患排查中，发现村西街***路村口两侧杂草丛生，创建美丽乡村时刻严重影响市容市貌环境卫生，本网格员立即上报网格长找人清理割草。
5054,杂草清理,杂草清理
5055,21号楼前有晒被子的,***网格员环境卫生巡查时发现21号楼前有晒被子的，影响市容市貌，网格员和居民沟通及时收走。
5056,垃圾桶里外都有,2020年9月3日上午8:02，**县**镇**村网格员***在巡查走访辖区南部时，发现村民***门前垃圾桶已满，网格员意识到这么多垃圾不及时清理，影响村内环境卫生，影响村民生活垃圾不能正常倒入，夏季炎热还产生异味，招苍蝇蚊子对周边村民的健康也会有影响。
5057,清理晾晒被褥,2020年9月10日下午14点40分，***街道***社区第三网格***我在社区网格巡查接到居民反映，在39号楼3单元北边位置乱扯衣绳晾晒被褥，导致影响了他人正常通行，存在安全隐患，影响了市容环境，影响了文明城市的创建，也容易引起邻里矛盾。
5058,***1楼楼道内缺少“文明健康，有你有我”公益广告,2020年9月10日上午11点03分左右，***网格员***在网格内进行日常的安全巡查工作。在巡查到***时，发现该楼1楼楼道内缺少“文明健康，有你有我”公益广告。公益广告的缺少十分不利于文明风尚的传播，十分不利于创建文明城市的推进。需及时协调处理。
